chr	start	end	name	mutation_count
chr15	60520092	60520529	chr15.60520092.60520529	1
chr15	60523127	60523527	chr15.60523127.60523527	3
chr15	60526182	60526898	chr15.60526182.60526898	8
chr15	61119030	61119370	chr15.61119030.61119370	8
chr15	61374572	61375055	chr15.61374572.61375055	13
chr15	61749184	61749592	chr15.61749184.61749592	2
chr15	61828065	61828403	chr15.61828065.61828403	1
chr15	62094384	62094910	chr15.62094384.62094910	9
chr15	62099126	62099750	chr15.62099126.62099750	7
chr15	62307513	62308064	chr15.62307513.62308064	8
chr15	62469970	62470986	chr15.62469970.62470986	8
chr15	62496087	62496736	chr15.62496087.62496736	1
chr15	62753820	62754292	chr15.62753820.62754292	5
chr15	62976272	62976977	chr15.62976272.62976977	5
chr15	63080017	63080619	chr15.63080017.63080619	7
chr15	63089271	63089661	chr15.63089271.63089661	2
chr15	63135727	63136326	chr15.63135727.63136326	3
chr15	63203777	63204189	chr15.63203777.63204189	5
chr15	63247115	63247526	chr15.63247115.63247526	1
chr15	63403691	63404047	chr15.63403691.63404047	5
chr15	63436763	63437343	chr15.63436763.63437343	1
chr15	63461260	63461780	chr15.63461260.63461780	7
chr15	63478081	63478686	chr15.63478081.63478686	7
chr15	63599470	63600045	chr15.63599470.63600045	12
chr15	63719328	63719829	chr15.63719328.63719829	4
chr15	63888491	63889344	chr15.63888491.63889344	6
chr15	63950751	63951688	chr15.63950751.63951688	4
chr15	64010722	64011210	chr15.64010722.64011210	2
chr15	64051416	64052321	chr15.64051416.64052321	4
chr15	64111646	64112138	chr15.64111646.64112138	9
chr15	64248004	64248360	chr15.64248004.64248360	3
chr15	64378470	64378859	chr15.64378470.64378859	3
chr15	64620483	64621010	chr15.64620483.64621010	2
chr15	64711218	64711521	chr15.64711218.64711521	2
chr15	64750044	64750749	chr15.64750044.64750749	4
chr15	64883157	64883639	chr15.64883157.64883639	2
chr15	64930257	64930708	chr15.64930257.64930708	1
chr15	65326124	65326624	chr15.65326124.65326624	11
chr15	66027219	66028196	chr15.66027219.66028196	7
chr15	66042660	66043132	chr15.66042660.66043132	4
chr15	66115872	66116385	chr15.66115872.66116385	3
chr15	66151809	66152358	chr15.66151809.66152358	2
chr15	66456041	66456913	chr15.66456041.66456913	4
chr15	66483030	66483709	chr15.66483030.66483709	1
chr15	66588542	66589377	chr15.66588542.66589377	4
chr15	66780062	66780575	chr15.66780062.66780575	3
chr15	66830363	66830833	chr15.66830363.66830833	8
chr15	66943706	66944157	chr15.66943706.66944157	5
chr15	67003651	67004165	chr15.67003651.67004165	4
chr15	67902782	67903188	chr15.67902782.67903188	1
chr15	67941715	67942069	chr15.67941715.67942069	4
chr15	68316490	68316954	chr15.68316490.68316954	7
chr15	68421832	68422411	chr15.68421832.68422411	7
chr15	68617051	68617422	chr15.68617051.68617422	5
chr15	68771328	68771735	chr15.68771328.68771735	3
chr15	68994117	68994529	chr15.68994117.68994529	3
chr15	69044887	69045666	chr15.69044887.69045666	12
chr15	69093139	69093608	chr15.69093139.69093608	4
chr15	69388251	69388745	chr15.69388251.69388745	6
chr15	69578631	69579743	chr15.69578631.69579743	7
chr15	69685586	69686006	chr15.69685586.69686006	9
chr15	69854475	69855242	chr15.69854475.69855242	6
chr15	69987703	69989305	chr15.69987703.69989305	11
chr15	70259833	70260174	chr15.70259833.70260174	5
chr15	70492286	70493342	chr15.70492286.70493342	9
chr15	70504714	70505376	chr15.70504714.70505376	7
chr15	71203851	71204354	chr15.71203851.71204354	4
chr15	71445026	71445756	chr15.71445026.71445756	3
chr15	71609866	71610441	chr15.71609866.71610441	6
chr15	71677317	71677702	chr15.71677317.71677702	4
chr15	71748328	71748921	chr15.71748328.71748921	2
chr15	72173920	72174581	chr15.72173920.72174581	4
chr15	72916922	72917431	chr15.72916922.72917431	2
chr15	72934030	72934465	chr15.72934030.72934465	1
chr15	73830254	73830746	chr15.73830254.73830746	5
chr15	73975871	73976186	chr15.73975871.73976186	5
chr15	74193320	74193848	chr15.74193320.74193848	3
chr15	74236006	74236514	chr15.74236006.74236514	5
chr15	74378835	74379506	chr15.74378835.74379506	9
chr15	74383811	74384306	chr15.74383811.74384306	2
chr15	74569998	74570943	chr15.74569998.74570943	5
chr15	74588628	74589111	chr15.74588628.74589111	2
chr15	74752992	74753478	chr15.74752992.74753478	3
chr15	74942902	74943439	chr15.74942902.74943439	1
chr15	74958250	74959037	chr15.74958250.74959037	14
chr15	75307940	75308510	chr15.75307940.75308510	6
chr15	75355821	75356974	chr15.75355821.75356974	8
chr15	75720880	75721721	chr15.75720880.75721721	8
chr15	75776130	75776486	chr15.75776130.75776486	11
chr15	75811598	75812144	chr15.75811598.75812144	3
chr15	75928676	75929116	chr15.75928676.75929116	2
chr15	76329035	76329399	chr15.76329035.76329399	4
chr15	77094456	77094868	chr15.77094456.77094868	4
chr15	77505613	77506126	chr15.77505613.77506126	4
chr15	77514728	77515061	chr15.77514728.77515061	2
chr15	77545989	77546515	chr15.77545989.77546515	6
chr15	77602501	77603191	chr15.77602501.77603191	3
chr15	77654930	77655508	chr15.77654930.77655508	6
chr15	77797086	77797835	chr15.77797086.77797835	4
chr15	78018971	78019334	chr15.78018971.78019334	3
chr15	78146421	78147089	chr15.78146421.78147089	6
chr15	78291647	78292145	chr15.78291647.78292145	4
chr15	78374737	78375577	chr15.78374737.78375577	6
chr15	78418215	78418734	chr15.78418215.78418734	2
chr15	78695875	78696439	chr15.78695875.78696439	8
chr15	78756711	78757652	chr15.78756711.78757652	5
chr15	78913984	78914480	chr15.78913984.78914480	5
chr15	78929907	78930297	chr15.78929907.78930297	4
chr15	79179058	79179561	chr15.79179058.79179561	3
chr15	79185188	79185475	chr15.79185188.79185475	10
chr15	79593119	79593567	chr15.79593119.79593567	3
chr15	79682375	79683360	chr15.79682375.79683360	11
chr15	79812546	79813074	chr15.79812546.79813074	5
chr15	79816121	79816522	chr15.79816121.79816522	7
chr15	80161957	80162762	chr15.80161957.80162762	5
chr15	80183942	80184445	chr15.80183942.80184445	7
chr15	80436481	80437199	chr15.80436481.80437199	4
chr15	80568445	80568964	chr15.80568445.80568964	3
chr15	80570593	80571101	chr15.80570593.80571101	4
chr15	80581904	80582385	chr15.80581904.80582385	6
chr15	80615776	80616796	chr15.80615776.80616796	7
chr15	80701747	80702197	chr15.80701747.80702197	3
chr15	80743272	80743662	chr15.80743272.80743662	3
chr15	80777118	80777734	chr15.80777118.80777734	7
chr15	80898644	80899127	chr15.80898644.80899127	6
chr15	81097954	81098391	chr15.81097954.81098391	4
chr15	81265190	81265581	chr15.81265190.81265581	1
chr15	81297270	81297679	chr15.81297270.81297679	2
chr15	81413888	81414317	chr15.81413888.81414317	6
chr15	81866084	81866597	chr15.81866084.81866597	2
chr15	82122822	82123341	chr15.82122822.82123341	3
chr15	82159864	82160504	chr15.82159864.82160504	2
chr15	82942565	82943169	chr15.82942565.82943169	6
chr15	83657553	83658281	chr15.83657553.83658281	8
chr15	83734405	83734935	chr15.83734405.83734935	6
chr15	84080053	84080533	chr15.84080053.84080533	3
chr15	84204374	84204771	chr15.84204374.84204771	4
chr15	84395151	84395575	chr15.84395151.84395575	18
chr15	84468880	84469289	chr15.84468880.84469289	6
chr15	84818303	84818631	chr15.84818303.84818631	4
chr15	84826319	84826950	chr15.84826319.84826950	4
chr15	85118015	85118591	chr15.85118015.85118591	2
chr15	85209029	85209454	chr15.85209029.85209454	2
chr15	85413444	85413978	chr15.85413444.85413978	7
chr15	85607921	85608278	chr15.85607921.85608278	4
chr15	85649451	85649854	chr15.85649451.85649854	1
chr15	85800455	85800934	chr15.85800455.85800934	2
chr15	85837063	85837507	chr15.85837063.85837507	7
chr15	87287185	87287697	chr15.87287185.87287697	3
chr15	87639363	87639756	chr15.87639363.87639756	5
chr15	87671261	87671825	chr15.87671261.87671825	7
chr15	87816797	87817466	chr15.87816797.87817466	12
chr15	87827129	87827642	chr15.87827129.87827642	4
chr15	87973902	87974440	chr15.87973902.87974440	2
chr15	88073312	88073818	chr15.88073312.88073818	7
chr15	88982681	88983166	chr15.88982681.88983166	5
chr15	88985877	88986470	chr15.88985877.88986470	7
chr15	89030393	89030812	chr15.89030393.89030812	4
chr15	89101889	89102364	chr15.89101889.89102364	3
chr15	89332498	89332896	chr15.89332498.89332896	4
chr15	89384241	89384653	chr15.89384241.89384653	8
chr15	89459295	89459808	chr15.89459295.89459808	3
chr15	89468872	89469340	chr15.89468872.89469340	2
chr15	89513266	89513811	chr15.89513266.89513811	4
chr15	89514764	89515405	chr15.89514764.89515405	7
chr15	89728310	89728727	chr15.89728310.89728727	2
chr15	89785519	89785904	chr15.89785519.89785904	5
chr15	89864952	89865742	chr15.89864952.89865742	6
chr15	90035125	90035987	chr15.90035125.90035987	11
chr15	90062424	90062860	chr15.90062424.90062860	6
chr15	90099112	90099527	chr15.90099112.90099527	3
chr15	90104440	90105116	chr15.90104440.90105116	10
chr15	90138237	90139010	chr15.90138237.90139010	10
chr15	90231094	90231833	chr15.90231094.90231833	5
chr15	90315682	90316100	chr15.90315682.90316100	3
chr15	90336758	90337174	chr15.90336758.90337174	2
chr15	90710536	90710894	chr15.90710536.90710894	3
chr15	90838197	90838666	chr15.90838197.90838666	4
chr15	90845208	90845729	chr15.90845208.90845729	6
chr15	90852707	90853240	chr15.90852707.90853240	2
chr15	90949650	90950101	chr15.90949650.90950101	4
chr15	91104181	91104627	chr15.91104181.91104627	6
chr15	91407365	91407971	chr15.91407365.91407971	6
chr15	91456213	91456833	chr15.91456213.91456833	4
chr15	91478645	91479012	chr15.91478645.91479012	2
chr15	91515471	91515871	chr15.91515471.91515871	3
chr15	91561364	91562307	chr15.91561364.91562307	11
chr15	91867671	91868187	chr15.91867671.91868187	6
chr15	91894633	91895079	chr15.91894633.91895079	3
chr15	92059095	92059572	chr15.92059095.92059572	6
chr15	92205465	92205904	chr15.92205465.92205904	3
chr15	92519743	92520136	chr15.92519743.92520136	4
chr15	92527236	92527624	chr15.92527236.92527624	1
chr15	92589937	92590566	chr15.92589937.92590566	3
chr15	92981379	92981861	chr15.92981379.92981861	4
chr15	93026500	93027052	chr15.93026500.93027052	9
chr15	93041607	93041941	chr15.93041607.93041941	3
chr15	93061816	93062279	chr15.93061816.93062279	3
chr15	93274240	93274624	chr15.93274240.93274624	5
chr15	93321800	93322240	chr15.93321800.93322240	6
chr15	93709789	93710204	chr15.93709789.93710204	3
chr15	93829204	93830065	chr15.93829204.93830065	18
chr15	94004827	94005339	chr15.94004827.94005339	2
chr15	94673837	94674633	chr15.94673837.94674633	11
chr15	95132813	95133207	chr15.95132813.95133207	4
chr15	95247102	95247494	chr15.95247102.95247494	5
chr15	95922296	95922837	chr15.95922296.95922837	4
chr15	95972107	95972780	chr15.95972107.95972780	7
chr15	97788645	97789227	chr15.97788645.97789227	8
chr15	97902402	97902865	chr15.97902402.97902865	4
chr15	98580632	98581036	chr15.98580632.98581036	3
chr15	98595570	98596010	chr15.98595570.98596010	5
chr15	98868692	98869161	chr15.98868692.98869161	11
chr15	98899195	98900165	chr15.98899195.98900165	13
chr15	98906757	98907194	chr15.98906757.98907194	8
chr15	98914651	98915128	chr15.98914651.98915128	4
chr15	99123647	99124100	chr15.99123647.99124100	5
chr15	99155975	99156572	chr15.99155975.99156572	4
chr15	99454932	99455371	chr15.99454932.99455371	5
chr15	99460860	99461209	chr15.99460860.99461209	8
chr15	99708564	99709112	chr15.99708564.99709112	2
chr15	99961080	99961631	chr15.99961080.99961631	4
chr15	100008255	100008771	chr15.100008255.100008771	5
chr15	100192187	100192750	chr15.100192187.100192750	7
chr15	100284244	100284727	chr15.100284244.100284727	5
chr15	100515756	100516379	chr15.100515756.100516379	6
chr15	100533911	100534504	chr15.100533911.100534504	2
chr15	100704595	100705153	chr15.100704595.100705153	6
chr15	100713313	100713940	chr15.100713313.100713940	6
chr15	100845138	100845547	chr15.100845138.100845547	6
chr15	100870671	100871225	chr15.100870671.100871225	2
chr15	100926380	100926764	chr15.100926380.100926764	8
chr15	101017409	101017798	chr15.101017409.101017798	5
chr15	101137732	101138116	chr15.101137732.101138116	3
chr15	101156531	101157206	chr15.101156531.101157206	12
chr15	101199755	101200269	chr15.101199755.101200269	8
chr15	101320695	101321283	chr15.101320695.101321283	5
chr15	101372121	101372763	chr15.101372121.101372763	11
chr15	101451392	101451851	chr15.101451392.101451851	3
chr15	101466290	101466760	chr15.101466290.101466760	5
chr15	101490552	101491845	chr15.101490552.101491845	16
chr15	101540594	101541047	chr15.101540594.101541047	9
chr15	101558231	101558663	chr15.101558231.101558663	12
chr15	101575245	101575652	chr15.101575245.101575652	7
chr15	101578606	101579055	chr15.101578606.101579055	10
chr15	101613487	101614044	chr15.101613487.101614044	6
chr15	101615789	101616814	chr15.101615789.101616814	13
chr15	101676237	101676603	chr15.101676237.101676603	4
chr15	101692853	101693295	chr15.101692853.101693295	3
chr16	38676	39336	chr16.38676.39336	6
chr16	68600	69866	chr16.68600.69866	8
chr16	101081	101519	chr16.101081.101519	4
chr16	149080	149933	chr16.149080.149933	11
chr16	250207	250952	chr16.250207.250952	15
chr16	259120	259557	chr16.259120.259557	3
chr16	324345	325154	chr16.324345.325154	16
chr16	342584	343284	chr16.342584.343284	5
chr16	350155	350668	chr16.350155.350668	3
chr16	442530	443043	chr16.442530.443043	15
chr16	466510	468453	chr16.466510.468453	23
chr16	535564	536000	chr16.535564.536000	6
chr16	566922	567273	chr16.566922.567273	3
chr16	600827	601275	chr16.600827.601275	5
chr16	622099	622652	chr16.622099.622652	10
chr16	626905	627261	chr16.626905.627261	3
chr16	712705	713190	chr16.712705.713190	10
chr16	733657	734446	chr16.733657.734446	9
chr16	804124	805021	chr16.804124.805021	11
chr16	1005386	1006071	chr16.1005386.1006071	10
chr16	1137662	1138083	chr16.1137662.1138083	9
chr16	1150654	1151085	chr16.1150654.1151085	2
chr16	1324414	1324877	chr16.1324414.1324877	3
chr16	1471019	1472238	chr16.1471019.1472238	10
chr16	1482188	1482983	chr16.1482188.1482983	15
chr16	1538775	1539199	chr16.1538775.1539199	4
chr16	1858240	1858629	chr16.1858240.1858629	4
chr16	2015294	2016191	chr16.2015294.2016191	13
chr16	2163271	2163731	chr16.2163271.2163731	1
chr16	2244397	2244809	chr16.2244397.2244809	4
chr16	2430375	2430788	chr16.2430375.2430788	4
chr16	2447863	2448484	chr16.2447863.2448484	8
chr16	2487268	2487583	chr16.2487268.2487583	5
chr16	2563687	2564232	chr16.2563687.2564232	8
chr16	2598519	2600169	chr16.2598519.2600169	11
chr16	2677577	2677972	chr16.2677577.2677972	4
chr16	2735107	2735590	chr16.2735107.2735590	4
chr16	2795578	2796269	chr16.2795578.2796269	9
chr16	2838805	2839582	chr16.2838805.2839582	10
chr16	2894112	2894893	chr16.2894112.2894893	5
chr16	2897111	2897608	chr16.2897111.2897608	4
chr16	2898841	2899334	chr16.2898841.2899334	6
chr16	3009874	3010446	chr16.3009874.3010446	3
chr16	3095981	3096784	chr16.3095981.3096784	5
chr16	3131846	3132241	chr16.3131846.3132241	4
chr16	3142648	3143296	chr16.3142648.3143296	6
chr16	3348862	3349286	chr16.3348862.3349286	1
chr16	3365841	3366195	chr16.3365841.3366195	5
chr16	3950488	3950893	chr16.3950488.3950893	3
chr16	3961456	3961896	chr16.3961456.3961896	7
chr16	4044777	4045197	chr16.4044777.4045197	5
chr16	4129575	4130021	chr16.4129575.4130021	3
chr16	4209756	4210166	chr16.4209756.4210166	3
chr16	4299942	4300283	chr16.4299942.4300283	7
chr16	4360445	4361448	chr16.4360445.4361448	4
chr16	4464304	4464778	chr16.4464304.4464778	4
chr16	4522999	4523383	chr16.4522999.4523383	3
chr16	4526843	4527204	chr16.4526843.4527204	5
chr16	4804700	4805069	chr16.4804700.4805069	1
chr16	5010885	5011463	chr16.5010885.5011463	7
chr16	5096748	5097345	chr16.5096748.5097345	8
chr16	5117408	5117774	chr16.5117408.5117774	6
chr16	5135013	5135378	chr16.5135013.5135378	7
chr16	6193857	6194266	chr16.6193857.6194266	1
chr16	7431743	7432313	chr16.7431743.7432313	6
chr16	8729902	8730796	chr16.8729902.8730796	10
chr16	8740789	8741270	chr16.8740789.8741270	6
chr16	8751979	8752455	chr16.8751979.8752455	5
chr16	8860059	8860601	chr16.8860059.8860601	12
chr16	8936519	8936935	chr16.8936519.8936935	3
chr16	8992004	8992340	chr16.8992004.8992340	6
chr16	9053218	9053567	chr16.9053218.9053567	7
chr16	9119861	9120252	chr16.9119861.9120252	2
chr16	9128598	9129239	chr16.9128598.9129239	8
chr16	9521958	9522642	chr16.9521958.9522642	5
chr16	9797207	9797751	chr16.9797207.9797751	2
chr16	9966854	9967251	chr16.9966854.9967251	6
chr16	10343092	10343491	chr16.10343092.10343491	7
chr16	10357157	10357661	chr16.10357157.10357661	8
chr16	10362183	10362825	chr16.10362183.10362825	2
chr16	10452625	10453152	chr16.10452625.10453152	7
chr16	10501060	10501577	chr16.10501060.10501577	3
chr16	10569604	10570061	chr16.10569604.10570061	5
chr16	10571271	10571815	chr16.10571271.10571815	6
chr16	10648619	10649003	chr16.10648619.10649003	2
chr16	10684830	10685333	chr16.10684830.10685333	2
chr16	10751044	10751869	chr16.10751044.10751869	7
chr16	10787390	10787901	chr16.10787390.10787901	4
chr16	10871187	10871738	chr16.10871187.10871738	7
chr16	10989615	10990199	chr16.10989615.10990199	2
chr16	11016791	11017472	chr16.11016791.11017472	4
chr16	11049316	11049951	chr16.11049316.11049951	1
chr16	11079631	11080310	chr16.11079631.11080310	2
chr16	11136653	11136966	chr16.11136653.11136966	1
chr16	11155251	11155827	chr16.11155251.11155827	10
chr16	11190685	11191029	chr16.11190685.11191029	6
chr16	11308754	11309360	chr16.11308754.11309360	2
chr16	11333813	11334339	chr16.11333813.11334339	2
chr16	11359462	11359920	chr16.11359462.11359920	3
chr16	11360710	11361570	chr16.11360710.11361570	8
chr16	11407554	11407886	chr16.11407554.11407886	3
chr16	11535517	11535944	chr16.11535517.11535944	5
chr16	11560791	11561238	chr16.11560791.11561238	6
chr16	12091795	12092249	chr16.12091795.12092249	3
chr16	12092371	12092921	chr16.12092371.12092921	7
chr16	12248966	12249504	chr16.12248966.12249504	7
chr16	12260680	12261206	chr16.12260680.12261206	15
chr16	12262858	12263293	chr16.12262858.12263293	4
chr16	12293215	12293600	chr16.12293215.12293600	3
chr16	12295406	12295864	chr16.12295406.12295864	1
chr16	12318075	12318641	chr16.12318075.12318641	3
chr16	12341440	12341997	chr16.12341440.12341997	10
chr16	12400010	12400524	chr16.12400010.12400524	7
chr16	12425073	12425588	chr16.12425073.12425588	6
chr16	12511584	12512300	chr16.12511584.12512300	3
chr16	12538498	12539016	chr16.12538498.12539016	6
chr16	12543289	12543801	chr16.12543289.12543801	6
chr16	12543819	12544374	chr16.12543819.12544374	11
chr16	12547347	12547786	chr16.12547347.12547786	14
chr16	12570228	12570750	chr16.12570228.12570750	13
chr16	12613427	12614196	chr16.12613427.12614196	11
chr16	12750124	12750729	chr16.12750124.12750729	7
chr16	13245684	13246138	chr16.13245684.13246138	5
chr16	13307143	13307815	chr16.13307143.13307815	9
chr16	13426270	13426684	chr16.13426270.13426684	4
chr16	13436622	13437159	chr16.13436622.13437159	4
chr16	14232364	14233024	chr16.14232364.14233024	4
chr16	14364373	14364903	chr16.14364373.14364903	4
chr16	14374445	14374943	chr16.14374445.14374943	9
chr16	14382647	14383032	chr16.14382647.14383032	2
chr16	14742324	14742995	chr16.14742324.14742995	5
chr16	14774271	14774601	chr16.14774271.14774601	7
chr16	14878749	14879389	chr16.14878749.14879389	11
chr16	14891789	14892111	chr16.14891789.14892111	2
chr16	15034567	15034920	chr16.15034567.15034920	3
chr16	15140571	15140870	chr16.15140571.15140870	4
chr16	15354474	15354814	chr16.15354474.15354814	5
chr16	15440278	15440633	chr16.15440278.15440633	5
chr16	15550835	15551348	chr16.15550835.15551348	4
chr16	15576362	15576891	chr16.15576362.15576891	1
chr16	15590931	15591463	chr16.15590931.15591463	7
chr16	15592403	15592922	chr16.15592403.15592922	5
chr16	15608374	15608832	chr16.15608374.15608832	3
chr16	15989170	15989662	chr16.15989170.15989662	8
chr16	15991003	15991399	chr16.15991003.15991399	6
chr16	16028041	16029210	chr16.16028041.16029210	9
chr16	16112937	16113337	chr16.16112937.16113337	5
chr16	16277422	16278061	chr16.16277422.16278061	10
chr16	16402931	16403315	chr16.16402931.16403315	6
chr16	16561585	16562033	chr16.16561585.16562033	7
chr16	17224811	17225212	chr16.17224811.17225212	5
chr16	17273169	17273597	chr16.17273169.17273597	4
chr16	17275373	17275837	chr16.17275373.17275837	3
chr16	17345005	17345590	chr16.17345005.17345590	7
chr16	17408958	17409621	chr16.17408958.17409621	4
chr16	18308773	18309112	chr16.18308773.18309112	4
chr16	18434310	18434790	chr16.18434310.18434790	10
chr16	18516740	18517326	chr16.18516740.18517326	8
chr16	18767329	18767783	chr16.18767329.18767783	3
chr16	19072253	19072708	chr16.19072253.19072708	2
chr16	19210465	19211516	chr16.19210465.19211516	7
chr16	19316814	19317387	chr16.19316814.19317387	18
chr16	19323460	19323869	chr16.19323460.19323869	6
chr16	19329970	19330431	chr16.19329970.19330431	3
chr16	19815987	19816412	chr16.19815987.19816412	3
chr16	20675621	20676050	chr16.20675621.20676050	5
chr16	21261068	21261485	chr16.21261068.21261485	2
chr16	21283661	21284223	chr16.21283661.21284223	4
chr16	21521468	21522404	chr16.21521468.21522404	8
chr16	21541685	21542161	chr16.21541685.21542161	1
chr16	21611746	21612087	chr16.21611746.21612087	2
chr16	21769337	21769879	chr16.21769337.21769879	1
chr16	22110728	22111212	chr16.22110728.22111212	3
chr16	22199667	22200015	chr16.22199667.22200015	3
chr16	22236491	22236876	chr16.22236491.22236876	1
chr16	22239188	22239697	chr16.22239188.22239697	2
chr16	22282239	22282768	chr16.22282239.22282768	2
chr16	22284646	22285095	chr16.22284646.22285095	6
chr16	22298293	22298796	chr16.22298293.22298796	2
chr16	23155544	23155884	chr16.23155544.23155884	4
chr16	23317163	23317522	chr16.23317163.23317522	3
chr16	23350401	23350733	chr16.23350401.23350733	7
chr16	23371536	23371954	chr16.23371536.23371954	4
chr16	23587783	23588231	chr16.23587783.23588231	3
chr16	23727937	23728292	chr16.23727937.23728292	4
chr16	23729865	23730250	chr16.23729865.23730250	4
chr16	23771081	23771427	chr16.23771081.23771427	5
chr16	24848984	24849406	chr16.24848984.24849406	6
chr16	25035725	25036229	chr16.25035725.25036229	5
chr16	25553848	25554493	chr16.25553848.25554493	4
chr16	26599488	26600195	chr16.26599488.26600195	5
chr16	27054956	27055384	chr16.27054956.27055384	3
chr16	27227329	27227849	chr16.27227329.27227849	6
chr16	27402027	27402490	chr16.27402027.27402490	7
chr16	27505444	27506164	chr16.27505444.27506164	4
chr16	27690650	27691052	chr16.27690650.27691052	2
chr16	27748990	27749376	chr16.27748990.27749376	3
chr16	27769761	27770533	chr16.27769761.27770533	3
chr16	27779842	27780327	chr16.27779842.27780327	4
chr16	28081419	28081867	chr16.28081419.28081867	3
chr16	28130301	28130924	chr16.28130301.28130924	4
chr16	28508102	28508471	chr16.28508102.28508471	3
chr16	28580955	28581407	chr16.28580955.28581407	1
chr16	28587426	28587931	chr16.28587426.28587931	3
chr16	28596807	28597378	chr16.28596807.28597378	6
chr16	28597950	28598390	chr16.28597950.28598390	4
chr16	28612376	28613040	chr16.28612376.28613040	5
chr16	28978354	28978789	chr16.28978354.28978789	7
chr16	29029251	29029722	chr16.29029251.29029722	3
chr16	29074686	29075568	chr16.29074686.29075568	4
chr16	29077991	29078467	chr16.29077991.29078467	1
chr16	29081929	29082664	chr16.29081929.29082664	2
chr16	29115504	29115861	chr16.29115504.29115861	8
chr16	29290882	29291374	chr16.29290882.29291374	6
chr16	29318582	29319107	chr16.29318582.29319107	3
chr16	29401871	29402298	chr16.29401871.29402298	3
chr16	29729124	29729747	chr16.29729124.29729747	2
chr16	29836658	29837346	chr16.29836658.29837346	5
chr16	29848474	29848976	chr16.29848474.29848976	4
chr16	29863280	29863805	chr16.29863280.29863805	3
chr16	29943639	29944580	chr16.29943639.29944580	7
chr16	30019269	30019910	chr16.30019269.30019910	3
chr16	30033241	30033757	chr16.30033241.30033757	3
chr16	30077529	30078193	chr16.30077529.30078193	3
chr16	30207155	30207757	chr16.30207155.30207757	5
chr16	30516570	30517150	chr16.30516570.30517150	2
chr16	30568175	30568723	chr16.30568175.30568723	1
chr16	31333741	31334199	chr16.31333741.31334199	2
chr16	31453326	31454263	chr16.31453326.31454263	7
chr16	31979135	31979526	chr16.31979135.31979526	3
chr16	35049049	35049383	chr16.35049049.35049383	2
chr16	35061792	35062314	chr16.35061792.35062314	7
chr16	35272862	35273198	chr16.35272862.35273198	1
chr16	35562441	35563532	chr16.35562441.35563532	4
chr16	46573489	46573933	chr16.46573489.46573933	3
chr16	46633112	46633850	chr16.46633112.46633850	9
chr16	47571106	47571547	chr16.47571106.47571547	9
chr16	47887496	47888018	chr16.47887496.47888018	4
chr16	48014802	48015208	chr16.48014802.48015208	3
chr16	48053439	48053852	chr16.48053439.48053852	4
chr16	48081572	48082062	chr16.48081572.48082062	6
chr16	48410041	48410498	chr16.48410041.48410498	1
chr16	48918571	48919318	chr16.48918571.48919318	7
chr16	49463524	49464056	chr16.49463524.49464056	5
chr16	49933001	49933407	chr16.49933001.49933407	3
chr16	49957981	49958287	chr16.49957981.49958287	3
chr16	49969415	49969954	chr16.49969415.49969954	6
chr16	50128929	50129314	chr16.50128929.50129314	1
chr16	50193617	50194025	chr16.50193617.50194025	2
chr16	50323666	50323986	chr16.50323666.50323986	1
chr16	50593760	50594152	chr16.50593760.50594152	2
chr16	50627544	50627910	chr16.50627544.50627910	2
chr16	50719293	50719935	chr16.50719293.50719935	3
chr16	50735779	50736219	chr16.50735779.50736219	1
chr16	50841013	50841528	chr16.50841013.50841528	4
chr16	50916207	50916598	chr16.50916207.50916598	3
chr16	51350180	51350635	chr16.51350180.51350635	4
chr16	51557004	51557531	chr16.51557004.51557531	2
chr16	51636786	51637366	chr16.51636786.51637366	8
chr16	52597673	52598096	chr16.52597673.52598096	6
chr16	52976878	52977273	chr16.52976878.52977273	3
chr16	53511371	53511759	chr16.53511371.53511759	5
chr16	53515275	53515746	chr16.53515275.53515746	4
chr16	53881389	53881807	chr16.53881389.53881807	1
chr16	54331323	54331807	chr16.54331323.54331807	11
chr16	54484820	54485179	chr16.54484820.54485179	4
chr16	55495061	55495531	chr16.55495061.55495531	5
chr16	55501645	55502053	chr16.55501645.55502053	3
chr16	55832726	55833503	chr16.55832726.55833503	7
chr16	56324376	56324792	chr16.56324376.56324792	4
chr16	56332631	56333289	chr16.56332631.56333289	3
chr16	56601208	56601941	chr16.56601208.56601941	5
chr16	56610238	56610700	chr16.56610238.56610700	3
chr16	56627309	56627745	chr16.56627309.56627745	5
chr16	56630165	56630643	chr16.56630165.56630643	8
chr16	56654289	56654801	chr16.56654289.56654801	18
chr16	56898635	56899276	chr16.56898635.56899276	5
chr16	56971157	56971777	chr16.56971157.56971777	3
chr16	56985543	56986135	chr16.56985543.56986135	9
chr16	57479780	57480116	chr16.57479780.57480116	4
chr16	57530101	57530427	chr16.57530101.57530427	3
chr16	57601802	57602442	chr16.57601802.57602442	2
chr16	57667121	57668622	chr16.57667121.57668622	20
chr16	57675777	57676734	chr16.57675777.57676734	11
chr16	57689792	57690498	chr16.57689792.57690498	8
chr16	57720319	57720753	chr16.57720319.57720753	3
chr16	57723230	57723661	chr16.57723230.57723661	3
chr16	57764231	57764663	chr16.57764231.57764663	3
chr16	57786741	57787510	chr16.57786741.57787510	4
chr16	57887843	57888338	chr16.57887843.57888338	4
chr16	57906312	57907364	chr16.57906312.57907364	7
