hCONDEL_ID	panTro4_mpra_chr	panTro4_mpra_start_pos	panTro4_mpra_end_pos	hg38_mpra_chr	hg38_mpra_start_pos	hg38_mpra_end_pos
hCONDEL_2593	chr14	27893629	27893829	chr14	29037601	29037800
hCONDEL_2594	chr14	27898522	27898722	chr14	29042493	29042692
hCONDEL_2595	chr14	28076177	28076377	chr14	29217292	29217488
hCONDEL_2596	chr14	28090327	28090527	chr14	29231455	29231654
hCONDEL_2597	chr14	28621329	28621529	chr14	29760072	29760271
hCONDEL_2598	chr14	28633753	28633953	chr14	29772480	29772677
hCONDEL_2599	chr14	28802530	28802730	chr14	29934940	29935137
hCONDEL_2600	chr14	28806383	28806583	chr14	29938812	29939007
hCONDEL_2601	chr14	29076161	29076361	chr14	30204521	30204720
hCONDEL_2602	chr14	29122587	29122787	chr14	30250953	30251148
hCONDEL_2603	chr14	29171396	29171596	chr14	30298411	30298610
hCONDEL_2604	chr14	29188595	29188795	chr14	30311998	30312197
hCONDEL_2605	chr14	29314212	29314412	chr14	30440941	30441139
hCONDEL_2606	chr14	29381835	29382035	chr14	30509100	30509298
hCONDEL_2607	chr14	29528196	29528396	chr14	30652397	30652593
hCONDEL_2608	chr14	29770375	29770575	chr14	30894442	30894641
hCONDEL_2609	chr14	29827993	29828193	chr14	30951671	30951869
hCONDEL_2610	chr14	29871602	29871802	chr14	30995069	30995265
hCONDEL_2611	chr14	29955248	29955448	chr14	31081279	31081478
hCONDEL_2612	chr14	30844761	30844961	chr14	31963525	31963723
hCONDEL_2613	chr14	30919764	30919964	chr14	32038622	32038821
hCONDEL_2614	chr14	31042218	31042418	chr14	32156224	32156423
hCONDEL_2615	chr14	31260915	31261115	chr14	32377622	32377821
hCONDEL_2616	chr14	31513421	31513621	chr14	32629021	32629220
hCONDEL_2617	chr14	31573762	31573962	chr14	32689401	32689600
hCONDEL_2618	chr14	31585885	31586085	chr14	32701564	32701761
hCONDEL_2619	chr14	31922307	31922507	chr14	33034958	33035153
hCONDEL_2620	chr14	32061979	32062179	chr14	33175572	33175770
hCONDEL_2621	chr14	32120120	32120320	chr14	33233380	33233579
hCONDEL_2622	chr14	32163320	32163520	chr14	33276661	33276858
hCONDEL_2623	chr14	32238558	32238758	chr14	33349421	33349619
hCONDEL_2624	chr14	32359621	32359821	chr14	33467801	33467992
hCONDEL_2625	chr14	32462381	32462581	chr14	33568514	33568713
hCONDEL_2626	chr14	32462476	32462676	chr14	33568608	33568807
hCONDEL_2627	chr14	32531891	32532091	chr14	33637668	33637862
hCONDEL_2628	chr14	32602897	32603097	chr14	33708493	33708690
hCONDEL_2629	chr14	32603608	32603808	chr14	33709201	33709396
hCONDEL_2630	chr14	32668456	32668656	chr14	33774947	33775146
hCONDEL_2631	chr14	32683282	32683482	chr14	33790108	33790306
hCONDEL_2632	chr14	32683502	32683702	chr14	33790326	33790525
hCONDEL_2633	chr14	32735691	32735891	chr14	33842735	33842932
hCONDEL_2634	chr14	33131704	33131904	chr14	34237186	34237385
hCONDEL_2635	chr14	33178059	33178259	chr14	34275898	34276095
hCONDEL_2636	chr14	33601845	33602045	chr14	34701968	34702166
hCONDEL_2637	chr14	33894307	33894507	chr14	34985227	34985423
hCONDEL_2638	chr14	34496512	34496712	chr14	35558512	35558710
hCONDEL_2639	chr14	34592684	34592884	chr14	35652772	35652971
hCONDEL_2640	chr14	34909849	34910049	chr14	35967493	35967692
hCONDEL_2641	chr14	34984619	34984819	chr14	36043874	36044073
hCONDEL_2642	chr14	35370280	35370480	chr14	36425245	36425441
hCONDEL_2643	chr14	35479105	35479305	chr14	36532661	36532857
hCONDEL_2644	chr14	35540593	35540793	chr14	36593413	36593612
hCONDEL_2645	chr14	35741522	35741722	chr14	36788893	36789088
hCONDEL_2646	chr14	35779774	35779974	chr14	36827100	36827296
hCONDEL_2647	chr14	36682587	36682787	chr14	37716185	37716383
hCONDEL_2648	chr14	36839972	36840172	chr14	37870176	37870372
hCONDEL_2649	chr14	36904552	36904752	chr14	37934266	37934464
hCONDEL_2650	chr14	37286516	37286716	chr14	38310619	38310817
hCONDEL_2651	chr14	37434653	37434853	chr14	38455002	38455196
hCONDEL_2652	chr14	37487980	37488180	chr14	38505799	38505998
hCONDEL_2653	chr14	37729726	37729926	chr14	38738092	38738291
hCONDEL_2654	chr14	37840662	37840862	chr14	38848285	38848484
hCONDEL_2655	chr14	37868972	37869172	chr14	38875588	38875783
hCONDEL_2656	chr14	38082651	38082851	chr14	39086826	39087022
hCONDEL_2657	chr14	38319767	38319967	chr14	39321046	39321242
hCONDEL_2658	chr14	38668117	38668317	chr14	39662711	39662910
hCONDEL_2659	chr14	39393919	39394119	chr14	40412274	40412473
hCONDEL_2660	chr14	40570106	40570306	chr14	41758398	41758597
hCONDEL_2661	chr14	40709580	40709780	chr14	41890866	41891065
hCONDEL_2662	chr14	41016877	41017077	chr14	42187722	42187921
hCONDEL_2663	chr14	42555582	42555782	chr14	43690190	43690385
hCONDEL_2664	chr14	42619442	42619642	chr14	43755882	43756080
hCONDEL_2665	chr14	42863518	42863718	chr14	43991181	43991380
hCONDEL_2666	chr14	43100410	43100610	chr14	44226057	44226256
hCONDEL_2667	chr14	43146537	43146737	chr14	44271625	44271815
hCONDEL_2668	chr14	43612498	43612698	chr14	44725569	44725767
hCONDEL_2669	chr14	43813037	43813237	chr14	44924686	44924883
hCONDEL_2670	chr14	43816425	43816625	chr14	44928068	44928267
hCONDEL_2671	chr14	44154631	44154831	chr14	45259087	45259283
hCONDEL_2672	chr14	44271785	44271985	chr14	45374666	45374864
hCONDEL_2673	chr14	44273821	44274021	chr14	45376708	45376905
hCONDEL_2674	chr14	44490323	44490523	chr14	45599252	45599448
hCONDEL_2675	chr14	45135763	45135963	chr14	46253646	46253845
hCONDEL_2676	chr14	45734698	45734898	chr14	46837805	46838003
hCONDEL_2677	chr14	45736992	45737192	chr14	46840094	46840293
hCONDEL_2678	chr14	46264586	46264786	chr14	47365934	47366133
hCONDEL_2679	chr14	46683360	46683560	chr14	47775904	47776101
hCONDEL_2680	chr14	46868344	46868544	chr14	47961944	47962143
hCONDEL_2681	chr14	47212647	47212847	chr14	48350031	48350230
hCONDEL_2682	chr14	47858773	47858973	chr14	48970504	48970703
hCONDEL_2683	chr14	47925432	47925632	chr14	49036815	49037014
hCONDEL_2684	chr14	48036080	48036280	chr14	49150409	49150608
hCONDEL_2685	chr14	48084022	48084222	chr14	49197274	49197470
hCONDEL_2686	chr14	48115765	48115965	chr14	49226259	49226458
hCONDEL_2687	chr14	48524647	48524847	chr14	49622534	49622728
hCONDEL_2688	chr14	48527203	48527403	chr14	49625073	49625272
hCONDEL_2689	chr14	48530918	48531118	chr14	49628799	49628992
hCONDEL_2690	chr14	48745107	48745307	chr14	49831275	49831471
hCONDEL_2691	chr14	49325426	49325626	chr14	50399727	50399926
hCONDEL_2692	chr14	49364008	49364208	chr14	50438004	50438203
hCONDEL_2693	chr14	49594549	49594749	chr14	50665418	50665615
hCONDEL_2694	chr14	50016751	50016951	chr14	51085114	51085313
hCONDEL_2695	chr14	50516210	50516410	chr14	51572566	51572765
hCONDEL_2696	chr14	51061621	51061821	chr14	52120280	52120476
hCONDEL_2697	chr14	51478942	51479142	chr14	52531980	52532179
hCONDEL_2698	chr14	51677865	51678065	chr14	52727915	52728113
hCONDEL_2699	chr14	51709525	51709725	chr14	52759660	52759855
hCONDEL_2700	chr14	51721409	51721609	chr14	52771410	52771607
hCONDEL_2701	chr14	52290699	52290899	chr14	53340139	53340335
hCONDEL_2702	chr14	52411732	52411932	chr14	53458709	53458902
hCONDEL_2703	chr14	52518832	52519032	chr14	53565701	53565900
hCONDEL_2704	chr14	52537036	52537236	chr14	53583910	53584109
hCONDEL_2705	chr14	52553282	52553482	chr14	53600163	53600358
hCONDEL_2706	chr14	52566751	52566951	chr14	53613633	53613832
hCONDEL_2707	chr14	52640770	52640970	chr14	53687563	53687761
hCONDEL_2708	chr14	52684804	52685004	chr14	53735869	53736068
hCONDEL_2709	chr14	53215878	53216078	chr14	54271447	54271642
hCONDEL_2710	chr14	53423592	53423792	chr14	54477239	54477437
hCONDEL_2711	chr14	53566200	53566400	chr14	54617016	54617215
hCONDEL_2712	chr14	54032615	54032815	chr14	55068554	55068752
hCONDEL_2713	chr14	54033169	54033369	chr14	55069107	55069305
hCONDEL_2714	chr14	54052208	54052408	chr14	55085038	55085236
hCONDEL_2715	chr14	54118377	54118577	chr14	55147976	55148175
hCONDEL_2716	chr14	54281077	54281277	chr14	55306940	55307139
hCONDEL_2717	chr14	54300089	54300289	chr14	55325787	55325986
hCONDEL_2718	chr14	54326758	54326958	chr14	55352680	55352878
hCONDEL_2719	chr14	54513330	54513530	chr14	55535591	55535790
hCONDEL_2720	chr14	54626655	54626855	chr14	55650628	55650825
hCONDEL_2721	chr14	54859251	54859451	chr14	55882597	55882796
hCONDEL_2722	chr14	54892896	54893096	chr14	55916227	55916424
hCONDEL_2723	chr14	54953728	54953928	chr14	55973609	55973806
hCONDEL_2724	chr14	54954124	54954324	chr14	55974002	55974200
hCONDEL_2725	chr14	55071007	55071207	chr14	56093540	56093739
hCONDEL_2726	chr14	55097323	55097523	chr14	56120179	56120377
hCONDEL_2727	chr14	55565052	55565252	chr14	56590830	56591029
hCONDEL_2728	chr14	55712354	55712554	chr14	56739582	56739781
hCONDEL_2729	chr14	55716855	55717055	chr14	56744097	56744294
hCONDEL_2730	chr14	56640731	56640931	chr14	57628966	57629165
hCONDEL_2731	chr14	56846200	56846400	chr14	57833782	57833981
hCONDEL_2732	chr14	56977655	56977855	chr14	57961151	57961347
hCONDEL_2733	chr14	57456173	57456373	chr14	58438231	58438428
hCONDEL_2734	chr14	57905032	57905232	chr14	58873233	58873432
hCONDEL_2735	chr14	57973389	57973589	chr14	58941774	58941973
hCONDEL_2736	chr14	58036302	58036502	chr14	59002735	59002934
hCONDEL_2737	chr14	58845871	58846071	chr14	59813118	59813317
hCONDEL_2738	chr14	59004018	59004218	chr14	59975598	59975794
hCONDEL_2739	chr14	59290697	59290897	chr14	60251889	60252084
hCONDEL_2740	chr14	59326388	59326588	chr14	60288216	60288413
hCONDEL_2741	chr14	59436142	59436342	chr14	60397293	60397488
hCONDEL_2742	chr14	59681592	59681792	chr14	60640527	60640725
hCONDEL_2743	chr14	59695643	59695843	chr14	60654224	60654423
hCONDEL_2744	chr14	59759604	59759804	chr14	60715325	60715522
hCONDEL_2745	chr14	59765131	59765331	chr14	60721950	60722149
hCONDEL_2746	chr14	60008603	60008803	chr14	60965149	60965347
hCONDEL_2747	chr14	60071829	60072029	chr14	61027097	61027292
hCONDEL_2748	chr14	60077755	60077955	chr14	61033025	61033224
hCONDEL_2749	chr14	60150345	60150545	chr14	61111323	61111522
hCONDEL_2750	chr14	60239940	60240140	chr14	61199490	61199689
hCONDEL_2751	chr14	60968779	60968979	chr14	61912353	61912551
hCONDEL_2752	chr14	60982207	60982407	chr14	61925433	61925629
hCONDEL_2753	chr14	61146771	61146971	chr14	62090235	62090432
hCONDEL_2754	chr14	61186229	61186429	chr14	62128783	62128979
hCONDEL_2755	chr14	61323440	61323640	chr14	62265616	62265815
hCONDEL_2756	chr14	61967455	61967655	chr14	62897880	62898079
hCONDEL_2757	chr14	62042366	62042566	chr14	62972486	62972685
hCONDEL_2758	chr14	62568249	62568449	chr14	63503817	63504016
hCONDEL_2759	chr14	62662143	62662343	chr14	63596793	63596984
hCONDEL_2760	chr14	62752513	62752713	chr14	63684600	63684799
hCONDEL_2761	chr14	63292214	63292414	chr14	64215988	64216186
hCONDEL_2762	chr14	63452317	63452517	chr14	64375252	64375447
hCONDEL_2763	chr14	63552695	63552895	chr14	64472810	64473009
hCONDEL_2764	chr14	63591690	63591890	chr14	64509407	64509603
hCONDEL_2765	chr14	63614680	63614880	chr14	64532018	64532216
hCONDEL_2766	chr14	64394390	64394590	chr14	65303924	65304122
hCONDEL_2767	chr14	64415387	64415587	chr14	65324651	65324848
hCONDEL_2768	chr14	64469275	64469475	chr14	65377957	65378156
hCONDEL_2769	chr14	64746770	64746970	chr14	65646280	65646476
hCONDEL_2770	chr14	65389489	65389689	chr14	66284592	66284790
hCONDEL_2771	chr14	65396724	65396924	chr14	66292025	66292224
hCONDEL_2772	chr14	65557307	65557507	chr14	66446334	66446529
hCONDEL_2773	chr14	66122505	66122705	chr14	66987713	66987912
hCONDEL_2774	chr14	66155660	66155860	chr14	67020339	67020538
hCONDEL_2775	chr14	66252341	66252541	chr14	67116713	67116911
hCONDEL_2776	chr14	66270005	66270205	chr14	67134364	67134563
hCONDEL_2777	chr14	66887555	66887755	chr14	67740239	67740436
hCONDEL_2778	chr14	67088836	67089036	chr14	67936788	67936987
hCONDEL_2779	chr14	67442421	67442621	chr14	68288023	68288221
hCONDEL_2780	chr14	67470375	67470575	chr14	68315168	68315367
hCONDEL_2781	chr14	67830866	67831066	chr14	68669867	68670066
hCONDEL_2782	chr14	67886965	67887165	chr14	68723321	68723520
hCONDEL_2783	chr14	67956010	67956210	chr14	68793001	68793200
hCONDEL_2784	chr14	68302659	68302859	chr14	69127999	69128198
hCONDEL_2785	chr14	68308817	68309017	chr14	69134132	69134330
hCONDEL_2786	chr14	68426315	68426515	chr14	69247384	69247583
hCONDEL_2787	chr14	68590471	68590671	chr14	69411242	69411441
hCONDEL_2788	chr14	68841030	68841230	chr14	69658015	69658213
hCONDEL_2789	chr14	68870720	68870920	chr14	69687688	69687887
hCONDEL_2790	chr14	68958137	68958337	chr14	69771704	69771902
hCONDEL_2791	chr14	69147067	69147267	chr14	69963993	69964192
hCONDEL_2792	chr14	69229685	69229885	chr14	70044132	70044331
hCONDEL_2793	chr14	69459156	69459356	chr14	70257129	70257325
hCONDEL_2794	chr14	69491008	69491208	chr14	70286424	70286619
hCONDEL_2795	chr14	69544657	69544857	chr14	70338992	70339187
hCONDEL_2796	chr14	70119169	70119369	chr14	70909108	70909300
hCONDEL_2797	chr14	70902105	70902305	chr14	71693723	71693918
hCONDEL_2798	chr14	71385577	71385777	chr14	72161564	72161763
hCONDEL_2799	chr14	71523931	71524131	chr14	72289744	72289940
hCONDEL_2800	chr14	71851367	71851567	chr14	72609354	72609553
hCONDEL_2801	chr14	72001206	72001406	chr14	72755856	72756053
hCONDEL_2802	chr14	72125478	72125678	chr14	72877655	72877853
hCONDEL_2803	chr14	72570331	72570531	chr14	73318256	73318455
hCONDEL_2804	chr14	72623518	72623718	chr14	73366921	73367117
hCONDEL_2805	chr14	73073539	73073739	chr14	73825537	73825736
hCONDEL_2806	chr14	73757398	73757598	chr14	74496667	74496864
hCONDEL_2807	chr14	74510456	74510656	chr14	75238004	75238203
hCONDEL_2808	chr14	75353793	75353993	chr14	76073769	76073968
hCONDEL_2809	chr14	75770341	75770541	chr14	76484967	76485165
hCONDEL_2810	chr14	76286965	76287165	chr14	76998837	76999036
hCONDEL_2811	chr14	76311226	76311426	chr14	77023069	77023267
hCONDEL_2812	chr14	76360381	76360581	chr14	77070883	77071082
hCONDEL_2813	chr14	76634686	76634886	chr14	77342163	77342361
hCONDEL_2814	chr14	77038277	77038477	chr14	77736811	77737010
hCONDEL_2815	chr14	77313390	77313590	chr14	78009433	78009629
hCONDEL_2816	chr14	77430194	77430394	chr14	78125356	78125555
hCONDEL_2817	chr14	77462868	77463068	chr14	78157570	78157766
hCONDEL_2818	chr14	77555704	77555904	chr14	78251422	78251621
hCONDEL_2819	chr14	77781832	77782032	chr14	78477459	78477654
hCONDEL_2820	chr14	77955380	77955580	chr14	78650550	78650749
hCONDEL_2821	chr14	78027291	78027491	chr14	78722310	78722509
hCONDEL_2822	chr14	78113303	78113503	chr14	78805176	78805375
hCONDEL_2823	chr14	78401444	78401644	chr14	79084822	79085021
hCONDEL_2824	chr14	78662422	78662622	chr14	79348972	79349171
hCONDEL_2825	chr14	78667531	78667731	chr14	79354087	79354284
hCONDEL_2826	chr14	78707807	78708007	chr14	79394460	79394659
hCONDEL_2827	chr14	78741474	78741674	chr14	79426595	79426793
hCONDEL_2828	chr14	78766730	78766930	chr14	79451813	79452012
hCONDEL_2829	chr14	78809235	78809435	chr14	79493164	79493363
hCONDEL_2830	chr14	78988313	78988513	chr14	79671609	79671808
hCONDEL_2831	chr14	79010270	79010470	chr14	79693502	79693701
hCONDEL_2832	chr14	79110115	79110315	chr14	79792352	79792548
hCONDEL_2833	chr14	79170395	79170595	chr14	79852717	79852916
hCONDEL_2834	chr14	79431603	79431803	chr14	80103669	80103865
hCONDEL_2835	chr14	79433367	79433567	chr14	80105425	80105624
hCONDEL_2836	chr14	79438833	79439033	chr14	80110876	80111075
hCONDEL_2837	chr14	79543926	79544126	chr14	80212293	80212491
hCONDEL_2838	chr14	79676769	79676969	chr14	80345613	80345812
hCONDEL_2839	chr14	80003016	80003216	chr14	80656850	80657045
hCONDEL_2840	chr14	80062788	80062988	chr14	80716958	80717157
hCONDEL_2841	chr14	80539032	80539232	chr14	81179070	81179267
hCONDEL_2842	chr14	80936428	80936628	chr14	81571617	81571815
hCONDEL_2843	chr14	81082402	81082602	chr14	81716875	81717073
hCONDEL_2844	chr14	81296512	81296712	chr14	81928510	81928708
hCONDEL_2845	chr14	81333665	81333865	chr14	81961447	81961645
hCONDEL_2846	chr14	81513980	81514180	chr14	82133395	82133594
hCONDEL_2847	chr14	81667271	81667471	chr14	82284394	82284593
hCONDEL_2848	chr14	81873278	81873478	chr14	82490215	82490412
hCONDEL_2849	chr14	81896659	81896859	chr14	82506908	82507105
hCONDEL_2850	chr14	82100114	82100314	chr14	82710448	82710642
hCONDEL_2851	chr14	82210864	82211064	chr14	82821145	82821344
hCONDEL_2852	chr14	82319451	82319651	chr14	82927565	82927764
hCONDEL_2853	chr14	82582879	82583079	chr14	83196630	83196829
hCONDEL_2854	chr14	82925528	82925728	chr14	83535530	83535729
hCONDEL_2855	chr14	83285121	83285321	chr14	83891103	83891302
hCONDEL_2856	chr14	83392426	83392626	chr14	84003777	84003975
hCONDEL_2857	chr14	84221038	84221238	chr14	84825100	84825299
hCONDEL_2858	chr14	84270745	84270945	chr14	84874323	84874522
hCONDEL_2859	chr14	84717402	84717602	chr14	85302222	85302421
hCONDEL_2860	chr14	85313201	85313401	chr14	85884596	85884795
hCONDEL_2861	chr14	85876722	85876922	chr14	86421810	86422009
hCONDEL_2862	chr14	86536422	86536622	chr14	87076794	87076990
hCONDEL_2863	chr14	87060493	87060693	chr14	87608769	87608962
hCONDEL_2864	chr14	87143733	87143933	chr14	87691195	87691392
hCONDEL_2865	chr14	87184344	87184544	chr14	87731268	87731467
hCONDEL_2866	chr14	87558902	87559102	chr14	88092736	88092935
hCONDEL_2867	chr14	88022002	88022202	chr14	88542639	88542837
hCONDEL_2868	chr14	88201804	88202004	chr14	88714629	88714826
hCONDEL_2869	chr14	88676962	88677162	chr14	89186245	89186443
hCONDEL_2870	chr14	88800368	88800568	chr14	89306932	89307131
hCONDEL_2871	chr14	88922425	88922625	chr14	89428578	89428777
hCONDEL_2872	chr14	89545524	89545724	chr14	90043225	90043421
hCONDEL_2873	chr14	89946781	89946981	chr14	90425323	90425522
hCONDEL_2874	chr14	90311407	90311607	chr14	90786242	90786425
hCONDEL_2875	chr14	90520247	90520447	chr14	90989391	90989590
hCONDEL_2876	chr14	90686367	90686567	chr14	91152421	91152619
hCONDEL_2877	chr14	91731913	91732113	chr14	92180757	92180953
hCONDEL_2878	chr14	92060399	92060599	chr14	92501287	92501486
hCONDEL_2879	chr14	92376515	92376715	chr14	92806522	92806718
hCONDEL_2880	chr14	92380603	92380803	chr14	92810597	92810796
hCONDEL_2881	chr14	92393913	92394113	chr14	92821728	92821927
hCONDEL_2882	chr14	94668331	94668531	chr14	95072794	95072990
hCONDEL_2883	chr14	95904631	95904831	chr14	96281144	96281342
hCONDEL_2884	chr14	96468508	96468708	chr14	96831545	96831742
hCONDEL_2885	chr14	96968127	96968327	chr14	97325458	97325657
hCONDEL_2886	chr14	97025807	97026007	chr14	97382928	97383127
hCONDEL_2887	chr14	97036516	97036716	chr14	97393621	97393820
hCONDEL_2888	chr14	97143170	97143370	chr14	97496318	97496517
hCONDEL_2889	chr14	97287065	97287265	chr14	97635571	97635769
hCONDEL_2890	chr14	97309634	97309834	chr14	97656822	97657021
hCONDEL_2891	chr14	97844996	97845196	chr14	98178895	98179094
hCONDEL_2892	chr14	98439503	98439703	chr14	98766512	98766711
hCONDEL_2893	chr14	98957154	98957354	chr14	99284481	99284680
hCONDEL_2894	chr14	99088394	99088594	chr14	99415607	99415804
hCONDEL_2895	chr14	99138112	99138312	chr14	99465839	99466027
hCONDEL_2896	chr14	99359917	99360117	chr14	99685415	99685611
hCONDEL_2897	chr14	100382152	100382352	chr14	100691981	100692180
hCONDEL_2898	chr14	101782514	101782714	chr14	102084758	102084955
hCONDEL_2899	chr14	101897571	101897771	chr14	102194697	102194896
hCONDEL_2900	chr14	102065681	102065881	chr14	102362962	102363161
hCONDEL_2901	chr14	103055957	103056157	chr14	103341644	103341841
hCONDEL_2902	chr14	103536202	103536402	chr14	103808487	103808685
hCONDEL_2903	chr14	103898472	103898672	chr14	104169598	104169797
hCONDEL_2904	chr15	24050949	24051149	chr15	26545062	26545259
hCONDEL_2905	chr15	24543227	24543427	chr15	26986641	26986840
hCONDEL_2906	chr15	25423620	25423820	chr15	27769141	27769335
hCONDEL_2907	chr15	25456101	25456301	chr15	27798806	27799000
hCONDEL_2908	chr15	31028690	31028890	chr15	34230073	34230266
hCONDEL_2909	chr15	31530755	31530955	chr15	34718080	34718279
hCONDEL_2910	chr15	31552009	31552209	chr15	34739839	34740038
hCONDEL_2911	chr15	31604838	31605038	chr15	34792304	34792502
hCONDEL_2912	chr15	31695065	31695265	chr15	34875415	34875614
hCONDEL_2913	chr15	31695568	31695768	chr15	34875918	34876114
hCONDEL_2914	chr15	31728741	31728941	chr15	34909094	34909293
hCONDEL_2915	chr15	31728744	31728944	chr15	34909096	34909295
hCONDEL_2916	chr15	31764946	31765146	chr15	34944345	34944544
hCONDEL_2917	chr15	31974109	31974309	chr15	35155015	35155211
hCONDEL_2918	chr15	32130978	32131178	chr15	35309644	35309843
hCONDEL_2919	chr15	32144361	32144561	chr15	35322976	35323173
hCONDEL_2920	chr15	32215881	32216081	chr15	35381292	35381491
hCONDEL_2921	chr15	32253270	32253470	chr15	35417776	35417974
hCONDEL_2922	chr15	32261984	32262184	chr15	35426254	35426449
hCONDEL_2923	chr15	32352419	32352619	chr15	35519080	35519279
hCONDEL_2924	chr15	32461662	32461862	chr15	35627221	35627420
hCONDEL_2925	chr15	32508762	32508962	chr15	35675841	35676040
hCONDEL_2926	chr15	32565157	32565357	chr15	35732292	35732488
hCONDEL_2927	chr15	32688723	32688923	chr15	35855354	35855548
hCONDEL_2928	chr15	32731984	32732184	chr15	35890040	35890239
hCONDEL_2929	chr15	32891774	32891974	chr15	36049135	36049331
hCONDEL_2930	chr15	33199332	33199532	chr15	36363137	36363333
hCONDEL_2931	chr15	33199421	33199621	chr15	36363222	36363421
hCONDEL_2932	chr15	33206941	33207141	chr15	36370767	36370965
hCONDEL_2933	chr15	33207193	33207393	chr15	36371017	36371212
hCONDEL_2934	chr15	33437954	33438154	chr15	36599521	36599719
hCONDEL_2935	chr15	33566646	33566846	chr15	36727211	36727406
hCONDEL_2936	chr15	33569028	33569228	chr15	36729588	36729776
hCONDEL_2937	chr15	33573314	33573514	chr15	36733868	36734065
hCONDEL_2938	chr15	33574680	33574880	chr15	36735238	36735432
hCONDEL_2939	chr15	33680668	33680868	chr15	36841285	36841484
hCONDEL_2940	chr15	33785634	33785834	chr15	36945691	36945873
hCONDEL_2941	chr15	33873194	33873394	chr15	37032296	37032481
hCONDEL_2942	chr15	33938213	33938413	chr15	37095970	37096169
hCONDEL_2943	chr15	34110417	34110617	chr15	37268309	37268507
hCONDEL_2944	chr15	34241085	34241285	chr15	37394955	37395153
hCONDEL_2945	chr15	34293081	34293281	chr15	37448042	37448238
hCONDEL_2946	chr15	34468757	34468957	chr15	37624999	37625197
hCONDEL_2947	chr15	34524084	34524284	chr15	37677598	37677797
hCONDEL_2948	chr15	34585206	34585406	chr15	37738735	37738931
hCONDEL_2949	chr15	34602948	34603148	chr15	37756361	37756557
hCONDEL_2950	chr15	34729943	34730143	chr15	37880400	37880599
hCONDEL_2951	chr15	34731049	34731249	chr15	37881505	37881704
hCONDEL_2952	chr15	34918522	34918722	chr15	38068671	38068870
hCONDEL_2953	chr15	35168056	35168256	chr15	38316443	38316642
hCONDEL_2954	chr15	35207693	35207893	chr15	38355959	38356155
hCONDEL_2955	chr15	35906049	35906249	chr15	39031671	39031870
hCONDEL_2956	chr15	36477745	36477945	chr15	39596952	39597151
hCONDEL_2957	chr15	36975927	36976127	chr15	40094766	40094963
hCONDEL_2958	chr15	36993978	36994178	chr15	40112326	40112524
hCONDEL_2959	chr15	37168165	37168365	chr15	40287262	40287460
hCONDEL_2960	chr15	37327223	37327423	chr15	40444422	40444620
hCONDEL_2961	chr15	37780398	37780598	chr15	40876599	40876798
hCONDEL_2962	chr15	37809955	37810155	chr15	40906164	40906361
hCONDEL_2963	chr15	37933012	37933212	chr15	41027150	41027349
hCONDEL_2964	chr15	38206286	38206486	chr15	41303583	41303782
hCONDEL_2965	chr15	39744901	39745101	chr15	42743524	42743721
hCONDEL_2966	chr15	39746927	39747127	chr15	42745546	42745745
hCONDEL_2967	chr15	40144174	40144374	chr15	43136090	43136289
hCONDEL_2968	chr15	40159177	40159377	chr15	43150329	43150528
hCONDEL_2969	chr15	40385712	40385912	chr15	43369909	43370107
hCONDEL_2970	chr15	40857039	40857239	chr15	43744932	43745131
hCONDEL_2971	chr15	40917610	40917810	chr15	43804952	43805151
hCONDEL_2972	chr15	41053786	41053986	chr15	43940712	43940905
hCONDEL_2973	chr15	41146544	41146744	chr15	44026838	44027035
hCONDEL_2974	chr15	41247274	41247474	chr15	44125944	44126143
hCONDEL_2975	chr15	41280599	41280799	chr15	44158587	44158783
hCONDEL_2976	chr15	41312849	41313049	chr15	44191658	44191854
hCONDEL_2977	chr15	41770664	41770864	chr15	44643180	44643369
hCONDEL_2978	chr15	42057197	42057397	chr15	44914672	44914871
hCONDEL_2979	chr15	42302123	42302323	chr15	45154699	45154897
hCONDEL_2980	chr15	42410015	42410215	chr15	45261265	45261464
hCONDEL_2981	chr15	42530583	42530783	chr15	45381383	45381578
hCONDEL_2982	chr15	42554349	42554549	chr15	45403811	45404008
hCONDEL_2983	chr15	42927590	42927790	chr15	45778342	45778541
hCONDEL_2984	chr15	42951821	42952021	chr15	45802574	45802773
hCONDEL_2985	chr15	42994273	42994473	chr15	45844377	45844572
hCONDEL_2986	chr15	43075374	43075574	chr15	45924398	45924597
hCONDEL_2987	chr15	43481863	43482063	chr15	46315676	46315872
hCONDEL_2988	chr15	43830589	43830789	chr15	46655944	46656143
hCONDEL_2989	chr15	43906887	43907087	chr15	46732235	46732432
hCONDEL_2990	chr15	43940226	43940426	chr15	46765145	46765344
hCONDEL_2991	chr15	43961406	43961606	chr15	46786347	46786546
hCONDEL_2992	chr15	44326920	44327120	chr15	47155773	47155972
hCONDEL_2993	chr15	44373491	44373691	chr15	47201248	47201447
hCONDEL_2994	chr15	44444162	44444362	chr15	47270181	47270377
hCONDEL_2995	chr15	44528302	44528502	chr15	47354834	47355033
hCONDEL_2996	chr15	44549528	44549728	chr15	47376245	47376438
hCONDEL_2997	chr15	44571636	44571836	chr15	47398226	47398425
hCONDEL_2998	chr15	44847763	44847963	chr15	47670853	47671052
hCONDEL_2999	chr15	44860719	44860919	chr15	47683787	47683986
hCONDEL_3000	chr15	44883108	44883308	chr15	47706152	47706350
hCONDEL_3001	chr15	44893019	44893219	chr15	47716397	47716595
